LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
35, 257.0, 25179.0, 2764800, 1.0, 24412.0, 153600, 511.0, 25273.0, 350208, -18875.0, -1.0, 150528, -18875.0, -1.0, 153600, 25497.0, 26864.0, 350208,
36, 257.0, 1231.0, 150528, 65.0, 256.0, 12288, 511.0, 1357.0, 50176, -18875.0, -1.0, 150528, -6292.0, -1.0, 12288, 1549.0, 1744.0, 50176,
37, 257.0, 43045.0, 1280000, 1.0, 42690.0, 614400, 511.0, 43091.0, 240000, -12583.0, -1.0, 100352, -62914.0, -1.0, 614400, 43299.0, 44236.0, 240000,
38, 257.0, 1669.0, 100352, 1.0, 1218.0, 98304, 511.0, 1859.0, 75264, -12583.0, -1.0, 100352, -12583.0, -1.0, 98304, 1923.0, 2216.0, 75264,
39, 257.0, 2813.0, 40768, 1.0, 2701.0, 212992, 511.0, 3259.0, 50176, -6292.0, -1.0, 40768, -25166.0, -1.0, 212992, 3259.0, 3454.0, 50176,
40, 257.0, 63103.0, 187200, 1.0, 63031.0, 2662400, 511.0, 63421.0, 94464, -6292.0, -1.0, 40768, -270531.0, -1.0, 2662400, 63549.0, 63917.0, 94464,
41, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -25166.0, -1.0, 200704, -6292.0, -1.0, 36864, 11045.0, 13231.0, 559872,
42, 257.0, 1130.0, 53824, 193.0, 256.0, 16384, 511.0, 1606.0, 215296, -6292.0, -1.0, 50176, -6292.0, -1.0, 16384, 1606.0, 2446.0, 215296,
43, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -12583.0, -1.0, 100352, -18875.0, -1.0, 147456, 7209.0, 8898.0, 432640,
44, 257.0, 1583.0, 57600, 129.0, 1247.0, 65536, 511.0, 1981.0, 115200, -6292.0, -1.0, 25088, -12583.0, -1.0, 65536, 1981.0, 2430.0, 115200,
45, 257.0, 707.0, 50176, 1.0, 256.0, 65536, 511.0, 961.0, 50176, -6292.0, -1.0, 50176, -12583.0, -1.0, 65536, 961.0, 1156.0, 50176,
46, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -6292.0, -1.0, 50176, -62914.0, -1.0, 589824, 8189.0, 9484.0, 331776,
47, 257.0, 3056.0, 65536, 1.0, 2746.0, 262144, 511.0, 3319.0, 65536, -6292.0, -1.0, 12544, -31457.0, -1.0, 262144, 3319.0, 3574.0, 65536,
48, 257.0, 3005.0, 50176, 1.0, 2701.0, 262144, 511.0, 3259.0, 50176, -6292.0, -1.0, 25088, -31457.0, -1.0, 262144, 3259.0, 3454.0, 50176,
49, 257.0, 12257.0, 65536, 1.0, 11986.0, 1048576, 511.0, 12511.0, 65536, -6292.0, -1.0, 32768, -106954.0, -1.0, 1048576, 12511.0, 12766.0, 65536,
50, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -25166.0, -1.0, 200704, -6292.0, -1.0, 36864, 11045.0, 13231.0, 559872,
51, 257.0, 1130.0, 53824, 193.0, 256.0, 16384, 511.0, 1606.0, 215296, -6292.0, -1.0, 50176, -6292.0, -1.0, 16384, 1606.0, 2446.0, 215296,
52, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -12583.0, -1.0, 100352, -18875.0, -1.0, 147456, 7209.0, 8898.0, 432640,
53, 257.0, 1583.0, 57600, 129.0, 1247.0, 65536, 511.0, 1981.0, 115200, -6292.0, -1.0, 25088, -12583.0, -1.0, 65536, 1981.0, 2430.0, 115200,
54, 257.0, 707.0, 50176, 1.0, 256.0, 65536, 511.0, 961.0, 50176, -6292.0, -1.0, 50176, -12583.0, -1.0, 65536, 961.0, 1156.0, 50176,
55, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -6292.0, -1.0, 50176, -62914.0, -1.0, 589824, 8189.0, 9484.0, 331776,
56, 257.0, 3056.0, 65536, 1.0, 2746.0, 262144, 511.0, 3319.0, 65536, -6292.0, -1.0, 12544, -31457.0, -1.0, 262144, 3319.0, 3574.0, 65536,
57, 257.0, 3005.0, 50176, 1.0, 2701.0, 262144, 511.0, 3259.0, 50176, -6292.0, -1.0, 25088, -31457.0, -1.0, 262144, 3259.0, 3454.0, 50176,
58, 257.0, 12257.0, 65536, 1.0, 11986.0, 1048576, 511.0, 12511.0, 65536, -6292.0, -1.0, 32768, -106954.0, -1.0, 1048576, 12511.0, 12766.0, 65536,
59, 257.0, 27846.0, 689275, 232.0, 256.0, 1600, 511.0, 28144.0, 1764544, -12583.0, -1.0, 112700, -6292.0, -1.0, 1600, 16926.0, 31133.0, 1764799,
60, 257.0, 83283.0, 15634944, 1.0, 56076.0, 36864, 511.0, 83537.0, 5211648, -182451.0, -1.0, 1792000, -6292.0, -1.0, 36864, 16926.0, 87703.0, 5211903,
61, 257.0, 52377.0, 10857600, 1.0, 45568.0, 204800, 511.0, 52735.0, 6080256, -182451.0, -1.0, 1792000, -25166.0, -1.0, 204800, 9532.0, 56134.0, 6080511,
62, 257.0, 36317.0, 7573248, 1.0, 29616.0, 147456, 511.0, 36571.0, 4207360, -94371.0, -1.0, 896000, -18875.0, -1.0, 147456, 9532.0, 36750.0, 4207615,
63, 257.0, 30816.0, 5228800, 1.0, 29056.0, 819200, 511.0, 31199.0, 5437952, -94371.0, -1.0, 896000, -88080.0, -1.0, 819200, 6266.0, 31961.0, 5438207,
64, 257.0, 19923.0, 3400704, 1.0, 18192.0, 589824, 511.0, 20177.0, 3400704, -44040.0, -1.0, 430080, -62914.0, -1.0, 589824, 6266.0, 21173.0, 3400959,
65, 257.0, 56485.0, 4723200, 1.0, 55871.0, 3276800, 511.0, 56749.0, 4723200, -44040.0, -1.0, 430080, -314570.0, 53601.0, 3276800, 13133.0, 58815.0, 4723455,
66, 257.0, 38841.0, 2949120, 1.0, 38266.0, 2359296, 511.0, 39095.0, 2949120, -25166.0, -1.0, 215040, -239074.0, -1.0, 2359296, 13937.0, 42423.0, 2949375,
67, 257.0, 27846.0, 689275, 232.0, 256.0, 1600, 511.0, 28144.0, 1764544, -12583.0, -1.0, 112700, -6292.0, -1.0, 1600, 16926.0, 31133.0, 1764799,
68, 257.0, 83283.0, 15634944, 1.0, 56076.0, 36864, 511.0, 83537.0, 5211648, -182451.0, -1.0, 1792000, -6292.0, -1.0, 36864, 16926.0, 87703.0, 5211903,
69, 257.0, 52377.0, 10857600, 1.0, 45568.0, 204800, 511.0, 52735.0, 6080256, -182451.0, -1.0, 1792000, -25166.0, -1.0, 204800, 9532.0, 56134.0, 6080511,
70, 257.0, 36317.0, 7573248, 1.0, 29616.0, 147456, 511.0, 36571.0, 4207360, -94371.0, -1.0, 896000, -18875.0, -1.0, 147456, 9532.0, 36750.0, 4207615,
71, 257.0, 30816.0, 5228800, 1.0, 29056.0, 819200, 511.0, 31199.0, 5437952, -94371.0, -1.0, 896000, -88080.0, -1.0, 819200, 6266.0, 31961.0, 5438207,
72, 257.0, 19923.0, 3400704, 1.0, 18192.0, 589824, 511.0, 20177.0, 3400704, -44040.0, -1.0, 430080, -62914.0, -1.0, 589824, 6266.0, 21173.0, 3400959,
73, 257.0, 56485.0, 4723200, 1.0, 55871.0, 3276800, 511.0, 56749.0, 4723200, -44040.0, -1.0, 430080, -314570.0, 53601.0, 3276800, 13133.0, 58815.0, 4723455,
74, 257.0, 38841.0, 2949120, 1.0, 38266.0, 2359296, 511.0, 39095.0, 2949120, -25166.0, -1.0, 215040, -239074.0, -1.0, 2359296, 13937.0, 42423.0, 2949375,
75, 257.0, 12863.0, 802816, 193.0, 256.0, 4096, 511.0, 13117.0, 802816, -81789.0, -1.0, 802816, -6292.0, -1.0, 4096, 13309.0, 16444.0, 802816,
76, 257.0, 3455.0, 200704, 193.0, 256.0, 16384, 511.0, 3901.0, 802816, -25166.0, -1.0, 200704, -6292.0, -1.0, 16384, 3901.0, 7036.0, 802816,
77, 257.0, 3647.0, 802816, 1.0, 256.0, 16384, 511.0, 3709.0, 200704, -81789.0, -1.0, 802816, -6292.0, -1.0, 16384, 3901.0, 4684.0, 200704,
78, 257.0, 1322.0, 215296, 1.0, 256.0, 32768, 511.0, 1478.0, 107648, -25166.0, -1.0, 200704, -6292.0, -1.0, 32768, 1606.0, 2026.0, 107648,
79, 257.0, 2717.0, 200704, 129.0, 1806.0, 65536, 511.0, 3099.0, 401408, -12583.0, -1.0, 100352, -12583.0, -1.0, 65536, 3099.0, 4666.0, 401408,
80, 257.0, 2845.0, 401408, 1.0, 1806.0, 65536, 511.0, 2971.0, 200704, -44040.0, -1.0, 401408, -12583.0, -1.0, 65536, 3099.0, 3882.0, 200704,
81, 257.0, 1711.0, 115200, 1.0, 1247.0, 131072, 511.0, 1981.0, 115200, -12583.0, -1.0, 100352, -18875.0, -1.0, 131072, 1981.0, 2430.0, 115200,
82, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -6292.0, -1.0, 50176, -31457.0, -1.0, 262144, 3847.0, 4630.0, 200704,
83, 257.0, 7657.0, 460800, 1.0, 7193.0, 524288, 511.0, 7927.0, 460800, -12583.0, -1.0, 100352, -56623.0, -1.0, 524288, 7927.0, 9726.0, 460800,
84, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -25166.0, -1.0, 200704, -31457.0, -1.0, 262144, 3847.0, 4630.0, 200704,
85, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -6292.0, -1.0, 50176, -31457.0, -1.0, 262144, 3847.0, 4630.0, 200704,
86, 257.0, 6376.0, 131072, 1.0, 6066.0, 524288, 511.0, 6639.0, 131072, -6292.0, -1.0, 50176, -56623.0, -1.0, 524288, 6639.0, 7150.0, 131072,
87, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -6292.0, -1.0, 25088, -239074.0, -1.0, 2359296, 28475.0, 29374.0, 230400,
88, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -6292.0, -1.0, 25088, -106954.0, -1.0, 1048576, 13039.0, 13822.0, 200704,
89, 257.0, 26296.0, 524288, 1.0, 25986.0, 2097152, 511.0, 26559.0, 524288, -6292.0, -1.0, 50176, -213908.0, -1.0, 2097152, 26559.0, 28606.0, 524288,
90, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -12583.0, -1.0, 100352, -106954.0, -1.0, 1048576, 13039.0, 13822.0, 200704,
91, 257.0, 12863.0, 802816, 193.0, 256.0, 4096, 511.0, 13117.0, 802816, -81789.0, -1.0, 802816, -6292.0, -1.0, 4096, 13309.0, 16444.0, 802816,
92, 257.0, 3455.0, 200704, 193.0, 256.0, 16384, 511.0, 3901.0, 802816, -25166.0, -1.0, 200704, -6292.0, -1.0, 16384, 3901.0, 7036.0, 802816,
93, 257.0, 3647.0, 802816, 1.0, 256.0, 16384, 511.0, 3709.0, 200704, -81789.0, -1.0, 802816, -6292.0, -1.0, 16384, 3901.0, 4684.0, 200704,
94, 257.0, 1322.0, 215296, 1.0, 256.0, 32768, 511.0, 1478.0, 107648, -25166.0, -1.0, 200704, -6292.0, -1.0, 32768, 1606.0, 2026.0, 107648,
95, 257.0, 2717.0, 200704, 129.0, 1806.0, 65536, 511.0, 3099.0, 401408, -12583.0, -1.0, 100352, -12583.0, -1.0, 65536, 3099.0, 4666.0, 401408,
96, 257.0, 2845.0, 401408, 1.0, 1806.0, 65536, 511.0, 2971.0, 200704, -44040.0, -1.0, 401408, -12583.0, -1.0, 65536, 3099.0, 3882.0, 200704,
97, 257.0, 1711.0, 115200, 1.0, 1247.0, 131072, 511.0, 1981.0, 115200, -12583.0, -1.0, 100352, -18875.0, -1.0, 131072, 1981.0, 2430.0, 115200,
98, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -6292.0, -1.0, 50176, -31457.0, -1.0, 262144, 3847.0, 4630.0, 200704,
99, 257.0, 7657.0, 460800, 1.0, 7193.0, 524288, 511.0, 7927.0, 460800, -12583.0, -1.0, 100352, -56623.0, -1.0, 524288, 7927.0, 9726.0, 460800,
100, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -25166.0, -1.0, 200704, -31457.0, -1.0, 262144, 3847.0, 4630.0, 200704,
101, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -6292.0, -1.0, 50176, -31457.0, -1.0, 262144, 3847.0, 4630.0, 200704,
102, 257.0, 6376.0, 131072, 1.0, 6066.0, 524288, 511.0, 6639.0, 131072, -6292.0, -1.0, 50176, -56623.0, -1.0, 524288, 6639.0, 7150.0, 131072,
103, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -6292.0, -1.0, 25088, -239074.0, -1.0, 2359296, 28475.0, 29374.0, 230400,
104, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -6292.0, -1.0, 25088, -106954.0, -1.0, 1048576, 13039.0, 13822.0, 200704,
105, 257.0, 26296.0, 524288, 1.0, 25986.0, 2097152, 511.0, 26559.0, 524288, -6292.0, -1.0, 50176, -213908.0, -1.0, 2097152, 26559.0, 28606.0, 524288,
106, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -12583.0, -1.0, 100352, -106954.0, -1.0, 1048576, 13039.0, 13822.0, 200704,
