LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
90, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, 156.0, 12748.0, 200704, -100.0, 12479.0, 1048576, 555.0, 13043.0, 200959,
91, 257.0, 12863.0, 802816, 193.0, 256.0, 4096, 511.0, 13117.0, 802816, 156.0, 12824.0, 802816, 92.0, 255.0, 4096, 555.0, 13313.0, 803071,
92, 257.0, 3455.0, 200704, 193.0, 256.0, 16384, 511.0, 3901.0, 802816, 156.0, 3418.0, 200704, 92.0, 255.0, 16384, 555.0, 3905.0, 803071,
93, 257.0, 3647.0, 802816, 1.0, 256.0, 16384, 511.0, 3709.0, 200704, 156.0, 3608.0, 802816, -100.0, 250.0, 16384, 555.0, 3905.0, 200959,
94, 257.0, 1322.0, 215296, 1.0, 256.0, 32768, 511.0, 1478.0, 107648, 156.0, 1285.0, 200704, -100.0, 250.0, 32768, 555.0, 1607.0, 107903,
95, 257.0, 2717.0, 200704, 129.0, 1806.0, 65536, 511.0, 3099.0, 401408, 156.0, 2680.0, 200704, 28.0, 1804.0, 65536, 555.0, 3103.0, 401663,
96, 257.0, 2845.0, 401408, 1.0, 1806.0, 65536, 511.0, 2971.0, 200704, 156.0, 2817.0, 401408, -100.0, 1802.0, 65536, 555.0, 3103.0, 200959,
97, 257.0, 1711.0, 115200, 1.0, 1247.0, 131072, 511.0, 1981.0, 115200, 156.0, 1685.0, 100352, -100.0, 1247.0, 131072, 555.0, 1983.0, 115455,
98, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, 156.0, 3556.0, 200704, -100.0, 3142.0, 262144, 555.0, 3851.0, 200959,
99, 257.0, 7657.0, 460800, 1.0, 7193.0, 524288, 511.0, 7927.0, 460800, 156.0, 7629.0, 401408, -100.0, 7192.0, 524288, 555.0, 7931.0, 461055,
100, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, 156.0, 3556.0, 200704, -100.0, 3142.0, 262144, 555.0, 3851.0, 200959,
101, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, 156.0, 3556.0, 200704, -100.0, 3142.0, 262144, 555.0, 3851.0, 200959,
102, 257.0, 6376.0, 131072, 1.0, 6066.0, 524288, 511.0, 6639.0, 131072, 156.0, 6349.0, 100352, -100.0, 6065.0, 524288, 555.0, 6643.0, 131327,
103, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, 156.0, 28193.0, 230400, -100.0, 27940.0, 2359296, 563.0, 28479.0, 230655,
104, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, 156.0, 12748.0, 200704, -100.0, 12479.0, 1048576, 555.0, 13043.0, 200959,
105, 257.0, 26296.0, 524288, 1.0, 25986.0, 2097152, 511.0, 26559.0, 524288, 156.0, 26267.0, 401408, -100.0, 25986.0, 2097152, 555.0, 26563.0, 524543,
106, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, 156.0, 12748.0, 200704, -100.0, 12479.0, 1048576, 555.0, 13043.0, 200959,
