LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
16, 257.0, 629210.0, 6969600, 1.0, 315339.0, 73728, 511.0, 629528.0, 4646400, -314573.0, 629147.0, 9437190, -14746.0, -1.0, 147460, 8766.0, 674865.0, 4646411,
17, 257.0, 314700.0, 3359232, 1.0, 14984.0, 294912, 511.0, 315082.0, 3732480, -314573.0, 314573.0, 6291460, -29492.0, -1.0, 294920, 5500.0, 373757.0, 3732489,
18, 257.0, 25701.0, 3115008, 1.0, 24770.0, 1179648, 511.0, 25955.0, 3115008, -155751.0, -1.0, 1557510, -117965.0, -1.0, 1179650, 9305.0, 232598.0, 3115008,
19, 257.0, 32505.0, 1327104, 1.0, 32106.0, 2359296, 511.0, 32759.0, 1327104, -66356.0, -1.0, 663560, -235930.0, -1.0, 2359300, 26176.0, 60611.0, 1327104,
20, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -11520.0, -1.0, 115200, -235930.0, -1.0, 2359300, 28475.0, 51514.0, 230400,
21, 257.0, 49566.0, 1330668, 230.0, 256.0, 1728, 511.0, 121945.0, 3154176, -314573.0, -1.0, 3145730, -692.0, -1.0, 6920, 16926.0, 227839.0, 3154176,
22, 257.0, 629210.0, 6969600, 1.0, 315339.0, 73728, 511.0, 629528.0, 4646400, -314573.0, 629147.0, 9437190, -14746.0, -1.0, 147460, 8766.0, 674865.0, 4646411,
23, 257.0, 314700.0, 3359232, 1.0, 14984.0, 294912, 511.0, 315082.0, 3732480, -314573.0, 314573.0, 6291460, -29492.0, -1.0, 294920, 5500.0, 373757.0, 3732489,
24, 257.0, 25701.0, 3115008, 1.0, 24770.0, 1179648, 511.0, 25955.0, 3115008, -155751.0, -1.0, 1557510, -117965.0, -1.0, 1179650, 9305.0, 232598.0, 3115008,
25, 257.0, 32505.0, 1327104, 1.0, 32106.0, 2359296, 511.0, 32759.0, 1327104, -66356.0, -1.0, 663560, -235930.0, -1.0, 2359300, 26176.0, 60611.0, 1327104,
26, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -11520.0, -1.0, 115200, -235930.0, -1.0, 2359300, 28475.0, 51514.0, 230400,
27, 257.0, 12480.0, 1778700, 110.0, 256.0, 9408, 511.0, 12673.0, 774400, -309760.0, -1.0, 3097600, -3764.0, -1.0, 37640, 12865.0, 90304.0, 774400,
28, 257.0, 25179.0, 2764800, 1.0, 24412.0, 153600, 511.0, 25273.0, 350208, -280167.0, -1.0, 2801670, -122880.0, -1.0, 1228800, 25497.0, 60517.0, 350208,
29, 257.0, 1231.0, 150528, 65.0, 256.0, 12288, 511.0, 1357.0, 50176, -20071.0, -1.0, 200710, -4916.0, -1.0, 49160, 1549.0, 6566.0, 50176,
30, 257.0, 43045.0, 1280000, 1.0, 42690.0, 614400, 511.0, 43091.0, 240000, -128000.0, -1.0, 1280000, -314573.0, -1.0, 3145730, 43299.0, 67298.0, 240000,
31, 257.0, 1669.0, 100352, 1.0, 1218.0, 98304, 511.0, 1859.0, 75264, -10036.0, -1.0, 100360, -13108.0, -1.0, 131080, 1923.0, 9449.0, 75264,
32, 257.0, 2813.0, 40768, 1.0, 2701.0, 212992, 511.0, 3259.0, 50176, -5018.0, -1.0, 50180, -21300.0, -1.0, 213000, 3259.0, 8276.0, 50176,
33, 257.0, 63103.0, 187200, 1.0, 63031.0, 2662400, 511.0, 63421.0, 94464, -18893.0, -1.0, 188930, -314573.0, -1.0, 3145730, 63549.0, 72995.0, 94464,
34, 257.0, 12480.0, 1778700, 110.0, 256.0, 9408, 511.0, 12673.0, 774400, -309760.0, -1.0, 3097600, -3764.0, -1.0, 37640, 12865.0, 90304.0, 774400,
35, 257.0, 25179.0, 2764800, 1.0, 24412.0, 153600, 511.0, 25273.0, 350208, -280167.0, -1.0, 2801670, -122880.0, -1.0, 1228800, 25497.0, 60517.0, 350208,
36, 257.0, 1231.0, 150528, 65.0, 256.0, 12288, 511.0, 1357.0, 50176, -20071.0, -1.0, 200710, -4916.0, -1.0, 49160, 1549.0, 6566.0, 50176,
37, 257.0, 43045.0, 1280000, 1.0, 42690.0, 614400, 511.0, 43091.0, 240000, -128000.0, -1.0, 1280000, -314573.0, -1.0, 3145730, 43299.0, 67298.0, 240000,
38, 257.0, 1669.0, 100352, 1.0, 1218.0, 98304, 511.0, 1859.0, 75264, -10036.0, -1.0, 100360, -13108.0, -1.0, 131080, 1923.0, 9449.0, 75264,
39, 257.0, 2813.0, 40768, 1.0, 2701.0, 212992, 511.0, 3259.0, 50176, -5018.0, -1.0, 50180, -21300.0, -1.0, 213000, 3259.0, 8276.0, 50176,
40, 257.0, 63103.0, 187200, 1.0, 63031.0, 2662400, 511.0, 63421.0, 94464, -18893.0, -1.0, 188930, -314573.0, -1.0, 3145730, 63549.0, 72995.0, 94464,
41, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -223949.0, -1.0, 2239490, -14746.0, -1.0, 147460, 11045.0, 67032.0, 559872,
42, 257.0, 1130.0, 53824, 193.0, 256.0, 16384, 511.0, 1606.0, 215296, -21530.0, -1.0, 215300, -1639.0, -1.0, 16390, 1606.0, 23135.0, 215296,
43, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -86528.0, -1.0, 865280, -29492.0, -1.0, 294920, 7209.0, 50472.0, 432640,
44, 257.0, 1583.0, 57600, 129.0, 1247.0, 65536, 511.0, 1981.0, 115200, -5760.0, -1.0, 57600, -6554.0, -1.0, 65540, 1981.0, 13500.0, 115200,
45, 257.0, 707.0, 50176, 1.0, 256.0, 65536, 511.0, 961.0, 50176, -5018.0, -1.0, 50180, -6554.0, -1.0, 65540, 961.0, 5978.0, 50176,
46, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -33178.0, -1.0, 331780, -58983.0, -1.0, 589830, 8189.0, 41366.0, 331776,
47, 257.0, 3056.0, 65536, 1.0, 2746.0, 262144, 511.0, 3319.0, 65536, -1639.0, -1.0, 16390, -26215.0, -1.0, 262150, 3319.0, 9872.0, 65536,
48, 257.0, 3005.0, 50176, 1.0, 2701.0, 262144, 511.0, 3259.0, 50176, -2509.0, -1.0, 25090, -26215.0, -1.0, 262150, 3259.0, 8276.0, 50176,
49, 257.0, 12257.0, 65536, 1.0, 11986.0, 1048576, 511.0, 12511.0, 65536, -3277.0, -1.0, 32770, -104858.0, -1.0, 1048580, 12511.0, 19064.0, 65536,
50, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -223949.0, -1.0, 2239490, -14746.0, -1.0, 147460, 11045.0, 67032.0, 559872,
51, 257.0, 1130.0, 53824, 193.0, 256.0, 16384, 511.0, 1606.0, 215296, -21530.0, -1.0, 215300, -1639.0, -1.0, 16390, 1606.0, 23135.0, 215296,
52, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -86528.0, -1.0, 865280, -29492.0, -1.0, 294920, 7209.0, 50472.0, 432640,
53, 257.0, 1583.0, 57600, 129.0, 1247.0, 65536, 511.0, 1981.0, 115200, -5760.0, -1.0, 57600, -6554.0, -1.0, 65540, 1981.0, 13500.0, 115200,
54, 257.0, 707.0, 50176, 1.0, 256.0, 65536, 511.0, 961.0, 50176, -5018.0, -1.0, 50180, -6554.0, -1.0, 65540, 961.0, 5978.0, 50176,
55, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -33178.0, -1.0, 331780, -58983.0, -1.0, 589830, 8189.0, 41366.0, 331776,
56, 257.0, 3056.0, 65536, 1.0, 2746.0, 262144, 511.0, 3319.0, 65536, -1639.0, -1.0, 16390, -26215.0, -1.0, 262150, 3319.0, 9872.0, 65536,
57, 257.0, 3005.0, 50176, 1.0, 2701.0, 262144, 511.0, 3259.0, 50176, -2509.0, -1.0, 25090, -26215.0, -1.0, 262150, 3259.0, 8276.0, 50176,
58, 257.0, 12257.0, 65536, 1.0, 11986.0, 1048576, 511.0, 12511.0, 65536, -3277.0, -1.0, 32770, -104858.0, -1.0, 1048580, 12511.0, 19064.0, 65536,
59, 257.0, 27846.0, 689275, 232.0, 256.0, 1600, 511.0, 28144.0, 1764544, -314573.0, -1.0, 3145730, -640.0, -1.0, 6400, 16926.0, 99932.0, 1764544,
60, 257.0, 1291275.0, 15634944, 1.0, 1264068.0, 36864, 511.0, 1291529.0, 5211648, -314573.0, 1258295.0, 15728650, -14746.0, -1.0, 147460, 318827.0, 1498312.0, 5211648,
61, 257.0, 954846.0, 10857600, 1.0, 948037.0, 204800, 511.0, 955204.0, 6080256, -314573.0, 943721.0, 12582920, -40960.0, -1.0, 409600, 9532.0, 1143926.0, 6080256,
62, 257.0, 638205.0, 7573248, 1.0, 631504.0, 147456, 511.0, 638459.0, 4207360, -314573.0, 629147.0, 9437190, -29492.0, -1.0, 294920, 9532.0, 744749.0, 4207360,
63, 257.0, 419935.0, 5228800, 1.0, 324829.0, 819200, 511.0, 420318.0, 5437952, -314573.0, 314573.0, 6291460, -81920.0, -1.0, 819200, 6266.0, 544682.0, 5437959,
64, 257.0, 314828.0, 3400704, 1.0, 18192.0, 589824, 511.0, 315082.0, 3400704, -314573.0, 314573.0, 6291460, -58983.0, -1.0, 589830, 6266.0, 340579.0, 3400709,
65, 257.0, 316577.0, 4723200, 1.0, 315963.0, 3276800, 511.0, 316841.0, 4723200, -236160.0, -1.0, 2361600, -314573.0, 314573.0, 6291460, 13133.0, 474587.0, 4723200,
66, 257.0, 38841.0, 2949120, 1.0, 38266.0, 2359296, 511.0, 39095.0, 2949120, -147456.0, -1.0, 1474560, -235930.0, -1.0, 2359300, 13937.0, 229149.0, 2949120,
67, 257.0, 27846.0, 689275, 232.0, 256.0, 1600, 511.0, 28144.0, 1764544, -314573.0, -1.0, 3145730, -640.0, -1.0, 6400, 16926.0, 99932.0, 1764544,
68, 257.0, 1291275.0, 15634944, 1.0, 1264068.0, 36864, 511.0, 1291529.0, 5211648, -314573.0, 1258295.0, 15728650, -14746.0, -1.0, 147460, 318827.0, 1498312.0, 5211648,
69, 257.0, 954846.0, 10857600, 1.0, 948037.0, 204800, 511.0, 955204.0, 6080256, -314573.0, 943721.0, 12582920, -40960.0, -1.0, 409600, 9532.0, 1143926.0, 6080256,
70, 257.0, 638205.0, 7573248, 1.0, 631504.0, 147456, 511.0, 638459.0, 4207360, -314573.0, 629147.0, 9437190, -29492.0, -1.0, 294920, 9532.0, 744749.0, 4207360,
71, 257.0, 419935.0, 5228800, 1.0, 324829.0, 819200, 511.0, 420318.0, 5437952, -314573.0, 314573.0, 6291460, -81920.0, -1.0, 819200, 6266.0, 544682.0, 5437959,
72, 257.0, 314828.0, 3400704, 1.0, 18192.0, 589824, 511.0, 315082.0, 3400704, -314573.0, 314573.0, 6291460, -58983.0, -1.0, 589830, 6266.0, 340579.0, 3400709,
73, 257.0, 316577.0, 4723200, 1.0, 315963.0, 3276800, 511.0, 316841.0, 4723200, -236160.0, -1.0, 2361600, -314573.0, 314573.0, 6291460, 13133.0, 474587.0, 4723200,
74, 257.0, 38841.0, 2949120, 1.0, 38266.0, 2359296, 511.0, 39095.0, 2949120, -147456.0, -1.0, 1474560, -235930.0, -1.0, 2359300, 13937.0, 229149.0, 2949120,
75, 257.0, 12863.0, 802816, 193.0, 256.0, 4096, 511.0, 13117.0, 802816, -314573.0, -1.0, 3145730, -1639.0, -1.0, 16390, 13309.0, 93590.0, 802816,
76, 257.0, 3455.0, 200704, 193.0, 256.0, 16384, 511.0, 3901.0, 802816, -80282.0, -1.0, 802820, -1639.0, -1.0, 16390, 3901.0, 84182.0, 802816,
77, 257.0, 3647.0, 802816, 1.0, 256.0, 16384, 511.0, 3709.0, 200704, -80282.0, -1.0, 802820, -6554.0, -1.0, 65540, 3901.0, 23971.0, 200704,
78, 257.0, 1322.0, 215296, 1.0, 256.0, 32768, 511.0, 1478.0, 107648, -21530.0, -1.0, 215300, -6554.0, -1.0, 65540, 1606.0, 12370.0, 107648,
79, 257.0, 2717.0, 200704, 129.0, 1806.0, 65536, 511.0, 3099.0, 401408, -20071.0, -1.0, 200710, -6554.0, -1.0, 65540, 3099.0, 43239.0, 401408,
80, 257.0, 2845.0, 401408, 1.0, 1806.0, 65536, 511.0, 2971.0, 200704, -40141.0, -1.0, 401410, -13108.0, -1.0, 131080, 3099.0, 23169.0, 200704,
81, 257.0, 1711.0, 115200, 1.0, 1247.0, 131072, 511.0, 1981.0, 115200, -11520.0, -1.0, 115200, -13108.0, -1.0, 131080, 1981.0, 13500.0, 115200,
82, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5018.0, -1.0, 50180, -26215.0, -1.0, 262150, 3847.0, 23917.0, 200704,
83, 257.0, 7657.0, 460800, 1.0, 7193.0, 524288, 511.0, 7927.0, 460800, -11520.0, -1.0, 115200, -52429.0, -1.0, 524290, 7927.0, 54006.0, 460800,
84, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -20071.0, -1.0, 200710, -26215.0, -1.0, 262150, 3847.0, 23917.0, 200704,
85, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5018.0, -1.0, 50180, -26215.0, -1.0, 262150, 3847.0, 23917.0, 200704,
86, 257.0, 6376.0, 131072, 1.0, 6066.0, 524288, 511.0, 6639.0, 131072, -6554.0, -1.0, 65540, -52429.0, -1.0, 524290, 6639.0, 19746.0, 131072,
87, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -11520.0, -1.0, 115200, -235930.0, -1.0, 2359300, 28475.0, 51514.0, 230400,
88, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -2509.0, -1.0, 25090, -104858.0, -1.0, 1048580, 13039.0, 33109.0, 200704,
89, 257.0, 26296.0, 524288, 1.0, 25986.0, 2097152, 511.0, 26559.0, 524288, -6554.0, -1.0, 65540, -209716.0, -1.0, 2097160, 26559.0, 78987.0, 524288,
90, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -10036.0, -1.0, 100360, -104858.0, -1.0, 1048580, 13039.0, 33109.0, 200704,
91, 257.0, 12863.0, 802816, 193.0, 256.0, 4096, 511.0, 13117.0, 802816, -314573.0, -1.0, 3145730, -1639.0, -1.0, 16390, 13309.0, 93590.0, 802816,
92, 257.0, 3455.0, 200704, 193.0, 256.0, 16384, 511.0, 3901.0, 802816, -80282.0, -1.0, 802820, -1639.0, -1.0, 16390, 3901.0, 84182.0, 802816,
93, 257.0, 3647.0, 802816, 1.0, 256.0, 16384, 511.0, 3709.0, 200704, -80282.0, -1.0, 802820, -6554.0, -1.0, 65540, 3901.0, 23971.0, 200704,
94, 257.0, 1322.0, 215296, 1.0, 256.0, 32768, 511.0, 1478.0, 107648, -21530.0, -1.0, 215300, -6554.0, -1.0, 65540, 1606.0, 12370.0, 107648,
95, 257.0, 2717.0, 200704, 129.0, 1806.0, 65536, 511.0, 3099.0, 401408, -20071.0, -1.0, 200710, -6554.0, -1.0, 65540, 3099.0, 43239.0, 401408,
96, 257.0, 2845.0, 401408, 1.0, 1806.0, 65536, 511.0, 2971.0, 200704, -40141.0, -1.0, 401410, -13108.0, -1.0, 131080, 3099.0, 23169.0, 200704,
97, 257.0, 1711.0, 115200, 1.0, 1247.0, 131072, 511.0, 1981.0, 115200, -11520.0, -1.0, 115200, -13108.0, -1.0, 131080, 1981.0, 13500.0, 115200,
98, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5018.0, -1.0, 50180, -26215.0, -1.0, 262150, 3847.0, 23917.0, 200704,
99, 257.0, 7657.0, 460800, 1.0, 7193.0, 524288, 511.0, 7927.0, 460800, -11520.0, -1.0, 115200, -52429.0, -1.0, 524290, 7927.0, 54006.0, 460800,
100, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -20071.0, -1.0, 200710, -26215.0, -1.0, 262150, 3847.0, 23917.0, 200704,
101, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5018.0, -1.0, 50180, -26215.0, -1.0, 262150, 3847.0, 23917.0, 200704,
102, 257.0, 6376.0, 131072, 1.0, 6066.0, 524288, 511.0, 6639.0, 131072, -6554.0, -1.0, 65540, -52429.0, -1.0, 524290, 6639.0, 19746.0, 131072,
103, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -11520.0, -1.0, 115200, -235930.0, -1.0, 2359300, 28475.0, 51514.0, 230400,
104, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -2509.0, -1.0, 25090, -104858.0, -1.0, 1048580, 13039.0, 33109.0, 200704,
105, 257.0, 26296.0, 524288, 1.0, 25986.0, 2097152, 511.0, 26559.0, 524288, -6554.0, -1.0, 65540, -209716.0, -1.0, 2097160, 26559.0, 78987.0, 524288,
106, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -10036.0, -1.0, 100360, -104858.0, -1.0, 1048580, 13039.0, 33109.0, 200704,
