LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
33, 2.945758391162725, 41.895230452092086, 1.486475003540575, 10.0, 10.0, 9.999364877738964,
34, 138.25884181888847, 0.7312864360668481, 60.1943256898562, 10.0, 10.0, 10.0,
35, 108.43628662195552, 6.024238145664196, 13.735262972114366, 10.0, 10.0, 9.999942891408013,
36, 97.17753389283409, 7.9328599096191095, 32.392511297611364, 10.0, 10.0, 9.99920286966919,
37, 29.561883646273586, 14.189704150211321, 5.542853183676297, 10.0, 10.0, 10.0,
38, 52.1851274050962, 51.1201248049922, 39.13884555382215, 10.0, 10.0, 9.99920286966919,
39, 12.50935869898742, 65.35501687634243, 15.396133783369132, 10.0, 10.0, 9.99920286966919,
40, 2.945758391162725, 41.895230452092086, 1.486475003540575, 10.0, 10.0, 9.999364877738964,
41, 152.0702580353101, 3.3376188320507016, 50.690086011770035, 10.0, 10.0, 9.999857112238336,
42, 33.51432129514321, 10.201743462017435, 134.05728518057285, 10.0, 10.0, 9.99981421272643,
43, 108.02496878901373, 20.454431960049938, 60.01387154945208, 10.0, 10.0, 10.0,
44, 29.07622412922766, 33.08228167592125, 58.15244825845532, 10.0, 10.0, 10.0,
45, 52.21227887617066, 68.19562955254943, 52.21227887617066, 10.0, 10.0, 9.99920286966919,
46, 40.5148369764318, 72.02637684698986, 40.5148369764318, 10.0, 10.0, 9.999879438181928,
47, 19.74570653811389, 78.98282615245556, 19.74570653811389, 10.0, 10.0, 9.99938968568813,
48, 15.396133783369132, 80.43694384780608, 15.396133783369132, 10.0, 10.0, 9.99920286966919,
49, 5.238270322116538, 83.8123251538646, 5.238270322116538, 10.0, 10.0, 9.99938968568813,
50, 152.0702580353101, 3.3376188320507016, 50.690086011770035, 10.0, 10.0, 9.999857112238336,
51, 33.51432129514321, 10.201743462017435, 134.05728518057285, 10.0, 10.0, 9.99981421272643,
52, 108.02496878901373, 20.454431960049938, 60.01387154945208, 10.0, 10.0, 10.0,
53, 29.07622412922766, 33.08228167592125, 58.15244825845532, 10.0, 10.0, 10.0,
54, 52.21227887617066, 68.19562955254943, 52.21227887617066, 10.0, 10.0, 9.99920286966919,
55, 40.5148369764318, 72.02637684698986, 40.5148369764318, 10.0, 10.0, 9.999879438181928,
56, 19.74570653811389, 78.98282615245556, 19.74570653811389, 10.0, 10.0, 9.99938968568813,
57, 15.396133783369132, 80.43694384780608, 15.396133783369132, 10.0, 10.0, 9.99920286966919,
58, 5.238270322116538, 83.8123251538646, 5.238270322116538, 10.0, 10.0, 9.99938968568813,
59, 24.325063523433087, 0.05646527385657821, 62.272162619988706, 10.0, 10.0, 21.25777344079415,
60, 12.103963626820343, 0.02853867050237629, 4.034654542273447, 9.99997456876574, 10.0, 4.418575549010332,
61, 11.365263594226928, 0.21437573534645546, 6.36454761276708, 9.999976158214091, 10.0, 5.3599107894516465,
62, 11.859383294680287, 0.23090980555507706, 6.588546274822381, 9.9999788072958, 10.0, 5.722602003759429,
63, 12.440104872977127, 1.949000518654923, 12.937709067896211, 9.99998410546343, 10.0, 10.099902120475393,
64, 10.793076088129439, 1.8719698364235342, 10.793076088129439, 9.99998410546343, 10.0, 10.172200386463025,
65, 14.907161636278133, 10.342095877743095, 14.907161636278133, 10.0, 9.99998410546343, 10.235450910706353,
66, 75.43471032101291, 60.34776825681033, 75.43471032101291, 10.0, 10.0, 13.703261420081501,
67, 24.325063523433087, 0.05646527385657821, 62.272162619988706, 10.0, 10.0, 21.25777344079415,
68, 12.103963626820343, 0.02853867050237629, 4.034654542273447, 9.99997456876574, 10.0, 4.418575549010332,
69, 11.365263594226928, 0.21437573534645546, 6.36454761276708, 9.999976158214091, 10.0, 5.3599107894516465,
70, 11.859383294680287, 0.23090980555507706, 6.588546274822381, 9.9999788072958, 10.0, 5.722602003759429,
71, 12.440104872977127, 1.949000518654923, 12.937709067896211, 9.99998410546343, 10.0, 10.099902120475393,
72, 10.793076088129439, 1.8719698364235342, 10.793076088129439, 9.99998410546343, 10.0, 10.172200386463025,
73, 14.907161636278133, 10.342095877743095, 14.907161636278133, 10.0, 9.99998410546343, 10.235450910706353,
74, 75.43471032101291, 60.34776825681033, 75.43471032101291, 10.0, 10.0, 13.703261420081501,
75, 60.32128634758434, 0.3077616650386956, 60.32128634758434, 10.0, 10.0, 9.999950175630902,
76, 51.44937195590874, 4.199948731094591, 205.79748782363495, 10.0, 10.0, 9.999950175630902,
77, 205.79748782363495, 4.199948731094591, 51.44937195590874, 10.0, 10.0, 9.999701061232624,
78, 134.05728518057285, 20.40348692403487, 67.02864259028642, 10.0, 10.0, 9.99981421272643,
79, 64.76411745724427, 21.147466924814456, 129.52823491448854, 10.0, 10.0, 9.999950175630902,
80, 129.52823491448854, 21.147466924814456, 64.76411745724427, 10.0, 10.0, 9.999701061232624,
81, 58.15244825845532, 66.1645633518425, 58.15244825845532, 10.0, 10.0, 10.0,
82, 52.171562256303616, 68.14244866129451, 52.171562256303616, 10.0, 10.0, 9.999701061232624,
83, 58.13044026744039, 66.13952314873218, 58.13044026744039, 10.0, 10.0, 10.0,
84, 52.171562256303616, 68.14244866129451, 52.171562256303616, 10.0, 10.0, 9.999701061232624,
85, 52.171562256303616, 68.14244866129451, 52.171562256303616, 10.0, 10.0, 9.999701061232624,
86, 19.742732339207713, 78.97092935683085, 19.742732339207713, 10.0, 10.0, 9.99938968568813,
87, 8.091308165057068, 82.85499561018437, 8.091308165057068, 10.0, 10.0, 10.0,
88, 15.39259145640003, 80.4184369967022, 15.39259145640003, 10.0, 10.0, 9.999701061232624,
89, 19.74050227794721, 78.96200911178884, 19.74050227794721, 10.0, 10.0, 9.999961853172863,
90, 15.39259145640003, 80.4184369967022, 15.39259145640003, 10.0, 10.0, 9.999701061232624,
91, 60.32128634758434, 0.3077616650386956, 60.32128634758434, 10.0, 10.0, 9.999950175630902,
92, 51.44937195590874, 4.199948731094591, 205.79748782363495, 10.0, 10.0, 9.999950175630902,
93, 205.79748782363495, 4.199948731094591, 51.44937195590874, 10.0, 10.0, 9.999701061232624,
94, 134.05728518057285, 20.40348692403487, 67.02864259028642, 10.0, 10.0, 9.99981421272643,
95, 64.76411745724427, 21.147466924814456, 129.52823491448854, 10.0, 10.0, 9.999950175630902,
96, 129.52823491448854, 21.147466924814456, 64.76411745724427, 10.0, 10.0, 9.999701061232624,
97, 58.15244825845532, 66.1645633518425, 58.15244825845532, 10.0, 10.0, 10.0,
98, 52.171562256303616, 68.14244866129451, 52.171562256303616, 10.0, 10.0, 9.999701061232624,
99, 58.13044026744039, 66.13952314873218, 58.13044026744039, 10.0, 10.0, 10.0,
100, 52.171562256303616, 68.14244866129451, 52.171562256303616, 10.0, 10.0, 9.999701061232624,
101, 52.171562256303616, 68.14244866129451, 52.171562256303616, 10.0, 10.0, 9.999701061232624,
102, 19.742732339207713, 78.97092935683085, 19.742732339207713, 10.0, 10.0, 9.99938968568813,
103, 8.091308165057068, 82.85499561018437, 8.091308165057068, 10.0, 10.0, 10.0,
104, 15.39259145640003, 80.4184369967022, 15.39259145640003, 10.0, 10.0, 9.999701061232624,
105, 19.74050227794721, 78.96200911178884, 19.74050227794721, 10.0, 10.0, 9.999961853172863,
106, 15.39259145640003, 80.4184369967022, 15.39259145640003, 10.0, 10.0, 9.999701061232624,
